INF,MEAN,SUP
1296.637092,1297.607339,1298.577585
1294.841942,1295.729079,1296.616216
1295.733464,1296.824805,1297.916147
1296.466377,1297.203050,1297.939723
1297.475154,1298.664408,1299.853663
1296.176109,1297.142223,1298.108337
1295.631484,1296.703180,1297.774876
1296.487795,1297.770374,1299.052952
1295.433517,1296.360750,1297.287983
1296.497788,1297.222691,1297.947593
1296.179546,1296.924947,1297.670348
1295.896667,1296.594629,1297.292590
1295.422365,1296.394793,1297.367221
1297.120389,1298.152580,1299.184772
1295.960405,1297.149721,1298.339037
1295.913086,1296.825174,1297.737262
1296.308732,1296.879852,1297.450972
1296.279310,1297.083604,1297.887897
1296.910144,1297.846001,1298.781857
1295.612848,1296.706161,1297.799473
1296.351935,1297.184035,1298.016134
1297.959806,1298.675452,1299.391098
1296.228717,1296.960380,1297.692043
1296.480244,1297.230648,1297.981053
1296.554451,1297.752513,1298.950576
1296.132075,1297.007851,1297.883628
1295.892003,1296.761841,1297.631679
1297.381493,1298.294224,1299.206955
1295.965864,1297.019950,1298.074036
1295.569464,1296.370550,1297.171637
1295.492458,1296.481392,1297.470327
1296.814522,1297.663180,1298.511837
1296.368014,1297.369481,1298.370947
1296.437579,1297.598568,1298.759556
1295.383637,1296.456411,1297.529186
1296.425148,1297.120329,1297.815510
1296.326604,1297.401921,1298.477238
1297.017582,1297.775293,1298.533005
1297.016594,1297.783268,1298.549942
1296.005706,1297.051861,1298.098017
1295.301674,1296.353590,1297.405506
1296.284863,1297.081622,1297.878381
1296.588303,1297.371657,1298.155011
1296.987058,1297.462619,1297.938180
1294.487673,1295.587706,1296.687740
1296.266337,1297.330563,1298.394789
1295.377368,1296.509222,1297.641075
1296.146898,1297.146499,1298.146099
1296.036921,1297.035249,1298.033578
1296.950670,1297.780095,1298.609520
1295.126512,1296.165422,1297.204332
1295.314077,1296.370698,1297.427319
1296.496774,1297.307032,1298.117290
1297.290290,1298.093659,1298.897028
1296.108595,1296.729206,1297.349818
1297.076220,1298.064605,1299.052989
1295.936838,1296.948225,1297.959611
1296.228350,1296.974082,1297.719814
1296.348901,1297.582411,1298.815921
1295.815814,1296.897166,1297.978517
1296.463541,1297.344480,1298.225420
1296.052209,1296.934307,1297.816406
1296.820603,1297.863258,1298.905912
1296.385511,1297.243693,1298.101875
1296.477663,1297.466789,1298.455915
1296.957634,1297.964544,1298.971453
1297.017743,1297.969607,1298.921472
1296.327730,1297.019293,1297.710856
1297.364526,1298.479927,1299.595329
1295.606194,1296.307722,1297.009250
1295.619221,1296.433777,1297.248333
1295.336665,1296.205096,1297.073528
1295.811198,1296.676215,1297.541231
1296.608097,1297.488775,1298.369453
1297.069494,1297.892991,1298.716488
1296.915394,1298.065403,1299.215412
1297.906443,1299.111201,1300.315960
1295.800647,1296.685134,1297.569621
1295.442148,1296.199535,1296.956922
1295.834623,1296.657924,1297.481225
1296.913338,1297.516520,1298.119702
1296.101328,1297.040184,1297.979040
1296.574969,1297.387082,1298.199195
1296.566099,1297.354686,1298.143272
1296.045298,1296.726991,1297.408685
1296.341501,1297.055235,1297.768968
1295.650677,1296.750613,1297.850548
1296.301148,1297.230917,1298.160686
1294.822665,1295.489654,1296.156643
1296.028111,1296.778934,1297.529757
1296.119083,1297.406662,1298.694241
1296.641549,1297.361772,1298.081995
1295.468355,1296.613872,1297.759389
1295.631060,1296.562846,1297.494633
1296.059590,1296.980341,1297.901091
1295.103678,1296.254514,1297.405349
1296.853062,1297.586577,1298.320093
1296.600475,1297.490286,1298.380097
1296.600305,1297.585023,1298.569740
1295.946015,1296.905778,1297.865541
1296.417766,1297.395560,1298.373354
1295.365464,1296.455433,1297.545401
1296.262613,1297.464114,1298.665616
1296.476257,1297.505861,1298.535464
1296.248664,1297.141756,1298.034849
1295.321560,1296.245668,1297.169776
1296.478526,1297.840787,1299.203049
1296.554767,1297.362042,1298.169317
1296.592664,1297.526675,1298.460685
1296.526714,1297.461195,1298.395675
1294.813293,1295.808150,1296.803006
1295.267608,1296.651601,1298.035594
1296.173078,1297.295447,1298.417815
1296.464197,1297.672383,1298.880570
1296.576327,1297.581561,1298.586795
1296.850112,1297.762817,1298.675521
1294.863312,1295.774640,1296.685969
1297.732066,1298.437298,1299.142530
1297.305054,1298.011026,1298.716998
1296.704773,1297.909523,1299.114273
1296.628183,1297.249540,1297.870897
1296.205924,1297.456707,1298.707490
1295.692485,1296.312116,1296.931747
1296.386373,1296.988902,1297.591432
1296.232049,1297.291975,1298.351901
1296.947819,1297.595784,1298.243750
1295.559798,1296.342196,1297.124594
1296.424935,1297.241676,1298.058418
1296.409491,1297.376945,1298.344398
1296.978890,1297.707877,1298.436864
1296.070278,1296.999698,1297.929118
1295.778975,1296.901053,1298.023132
1295.879284,1296.864525,1297.849765
1296.214272,1297.627845,1299.041418
1296.958820,1297.595713,1298.232606
1296.503231,1297.322378,1298.141524
1296.508657,1297.293659,1298.078661
1296.051965,1297.022531,1297.993098
1296.255180,1297.426909,1298.598637
1295.419775,1296.623175,1297.826576
1297.175978,1298.366078,1299.556177
1295.592006,1296.481303,1297.370599
1296.658487,1297.489657,1298.320827
1295.401779,1296.452305,1297.502832
1296.094602,1297.436849,1298.779096
1295.997919,1296.872653,1297.747386
1296.295714,1296.929113,1297.562511
1296.320496,1297.131186,1297.941875
1294.710378,1295.879203,1297.048028
1295.751895,1296.706610,1297.661326
1296.800310,1297.484618,1298.168925
1296.128127,1297.352503,1298.576879
1296.567228,1297.508387,1298.449546
1296.059503,1297.083751,1298.108000
1295.370555,1296.322032,1297.273510
1295.723048,1296.576517,1297.429985
1297.803705,1298.486273,1299.168841
1295.659528,1296.601118,1297.542708
1296.204345,1297.229868,1298.255392
1297.245171,1297.842968,1298.440766
1295.600731,1296.309184,1297.017638
1296.050047,1297.027753,1298.005459
1296.009263,1296.746393,1297.483523
1297.082574,1297.886850,1298.691125
1296.233334,1297.185313,1298.137292
1295.680664,1296.744501,1297.808337
1296.872830,1297.581511,1298.290193
1297.045174,1298.035671,1299.026168
1295.853318,1296.656599,1297.459879
1296.715251,1297.666260,1298.617269
1295.826593,1296.570213,1297.313833
1295.482753,1296.733822,1297.984891
1296.021679,1296.698216,1297.374753
1297.077201,1297.579304,1298.081408
1297.309994,1298.008656,1298.707317
1295.475236,1296.571802,1297.668368
1297.137811,1297.993386,1298.848960
1297.042377,1297.849205,1298.656034
1295.462001,1296.207859,1296.953718
1296.317901,1297.252821,1298.187741
1295.935912,1296.699897,1297.463882
1296.521819,1297.216794,1297.911768
1296.229318,1297.199753,1298.170189
1297.092512,1298.219932,1299.347352
1296.584021,1297.237875,1297.891728
1296.206551,1297.136636,1298.066721
1295.710921,1296.674925,1297.638929
1295.985992,1296.660631,1297.335270
1296.456407,1297.406623,1298.356839
1295.407089,1296.408419,1297.409748
1295.923094,1297.036452,1298.149809
1296.624167,1297.448738,1298.273310
1294.699296,1296.003326,1297.307355
1296.062782,1297.182876,1298.302971
1296.663335,1297.516148,1298.368962
1296.093765,1297.671326,1299.248887
1296.248830,1297.092106,1297.935382
1296.654493,1297.400826,1298.147159
1296.362210,1297.067048,1297.771886
1296.779549,1297.563530,1298.347511
1295.799570,1296.700145,1297.600720
1295.840268,1297.215681,1298.591094
1296.735586,1297.597524,1298.459463
1295.297619,1296.149676,1297.001734
1296.825070,1297.635685,1298.446300
1296.562776,1297.464524,1298.366272
1296.100948,1297.375450,1298.649952
1296.735337,1297.666173,1298.597009
1295.314647,1296.619059,1297.923471
1296.322037,1297.315241,1298.308446
1296.265491,1297.461126,1298.656761
1296.098453,1297.089312,1298.080171
1296.827469,1297.389557,1297.951646
1295.658100,1296.509772,1297.361444
1297.637843,1298.301528,1298.965214
1296.396343,1297.282516,1298.168689
1295.442107,1296.531210,1297.620314
1296.425363,1297.041415,1297.657468
1296.206676,1297.303697,1298.400718
1296.673944,1297.375755,1298.077566
1295.801948,1297.062925,1298.323902
1296.282963,1297.632879,1298.982796
1295.675992,1296.543454,1297.410916
1295.977343,1296.921755,1297.866166
1296.390500,1297.311470,1298.232440
